"towntype","saledate","tot_items","perc_cartridge","perc_oil","perc_hash_kief","perc_wax_shatter_resin","perc_uncategorized"
"Ellensburg",2016-01-21,108,0.138888888888889,0.231481481481481,0.00925925925925926,0.490740740740741,0.12962962962963
"Ellensburg",2016-01-22,95,0.284210526315789,0.105263157894737,0.0421052631578947,0.473684210526316,0.0947368421052632
"Ellensburg",2016-01-23,107,0.168224299065421,0.14018691588785,0.0467289719626168,0.570093457943925,0.0747663551401869
"Ellensburg",2016-01-24,78,0.179487179487179,0.192307692307692,0.0384615384615385,0.448717948717949,0.141025641025641
"Ellensburg",2016-01-25,73,0.0821917808219178,0.0958904109589041,0.0684931506849315,0.616438356164384,0.136986301369863
"Ellensburg",2016-01-26,79,0.113924050632911,0.126582278481013,0.0506329113924051,0.518987341772152,0.189873417721519
"Ellensburg",2016-01-27,67,0.0895522388059701,0.0895522388059701,0.0298507462686567,0.611940298507463,0.17910447761194
"Ellensburg",2016-01-28,62,0.0967741935483871,0.0483870967741935,0.0645161290322581,0.596774193548387,0.193548387096774
"Ellensburg",2016-01-29,110,0.172727272727273,0.163636363636364,0.0454545454545455,0.545454545454545,0.0727272727272727
"Ellensburg",2016-01-30,111,0.162162162162162,0.144144144144144,0.0540540540540541,0.486486486486487,0.153153153153153
"Ellensburg",2016-01-31,70,0.128571428571429,0.128571428571429,0.0428571428571429,0.557142857142857,0.142857142857143
"Ellensburg",2016-02-01,80,0.0875,0.1375,0.0375,0.6375,0.1
"Ellensburg",2016-02-02,80,0.2125,0.225,0.075,0.425,0.0625
"Ellensburg",2016-02-03,90,0.133333333333333,0.1,0.0333333333333333,0.655555555555556,0.0777777777777778
"Ellensburg",2016-02-04,93,0.118279569892473,0.204301075268817,0.0752688172043011,0.387096774193548,0.21505376344086
"Ellensburg",2016-02-05,107,0.224299065420561,0.11214953271028,0.0560747663551402,0.504672897196262,0.102803738317757
"Ellensburg",2016-02-06,96,0.104166666666667,0.09375,0.09375,0.614583333333333,0.09375
"Ellensburg",2016-02-07,88,0.136363636363636,0.147727272727273,0.0568181818181818,0.511363636363636,0.147727272727273
"Ellensburg",2016-02-08,67,0.104477611940299,0.298507462686567,0.0298507462686567,0.567164179104478,0
"Ellensburg",2016-02-09,75,0.133333333333333,0.226666666666667,0.0266666666666667,0.48,0.133333333333333
"Ellensburg",2016-02-10,93,0.10752688172043,0.204301075268817,0.0645161290322581,0.505376344086022,0.118279569892473
"Ellensburg",2016-02-11,104,0.153846153846154,0.173076923076923,0.0288461538461538,0.442307692307692,0.201923076923077
"Ellensburg",2016-02-12,104,0.201923076923077,0.153846153846154,0.0769230769230769,0.471153846153846,0.0961538461538462
"Ellensburg",2016-02-13,135,0.148148148148148,0.185185185185185,0.0666666666666667,0.422222222222222,0.177777777777778
"Ellensburg",2016-02-14,111,0.0810810810810811,0.27027027027027,0.036036036036036,0.486486486486487,0.126126126126126
"Ellensburg",2016-02-15,71,0.0422535211267606,0.211267605633803,0.0140845070422535,0.591549295774648,0.140845070422535
"Ellensburg",2016-02-16,70,0.185714285714286,0.157142857142857,0.0142857142857143,0.471428571428571,0.171428571428571
"Ellensburg",2016-02-17,96,0.135416666666667,0.270833333333333,0.0104166666666667,0.5,0.0833333333333333
"Ellensburg",2016-02-18,94,0.170212765957447,0.180851063829787,0.0212765957446809,0.457446808510638,0.170212765957447
"Ellensburg",2016-02-19,100,0.16,0.21,0.06,0.47,0.1
"Ellensburg",2016-02-20,110,0.127272727272727,0.2,0.0545454545454545,0.527272727272727,0.0909090909090909
"Ellensburg",2016-02-21,87,0.172413793103448,0.229885057471264,0.0344827586206897,0.505747126436782,0.0574712643678161
"Ellensburg",2016-02-22,80,0.2125,0.1625,0.025,0.5125,0.0875
"Ellensburg",2016-02-23,93,0.172043010752688,0.290322580645161,0.021505376344086,0.43010752688172,0.0860215053763441
"Ellensburg",2016-02-24,65,0.107692307692308,0.246153846153846,0.0153846153846154,0.569230769230769,0.0615384615384615
"Ellensburg",2016-02-25,103,0.155339805825243,0.223300970873786,0.087378640776699,0.427184466019417,0.106796116504854
"Ellensburg",2016-02-26,96,0.166666666666667,0.302083333333333,0.0520833333333333,0.354166666666667,0.125
"Ellensburg",2016-02-27,91,0.208791208791209,0.252747252747253,0.043956043956044,0.362637362637363,0.131868131868132
"Ellensburg",2016-02-28,78,0.256410256410256,0.282051282051282,0.0256410256410256,0.333333333333333,0.102564102564103
"Ellensburg",2016-02-29,89,0.134831460674157,0.382022471910112,0.0337078651685393,0.382022471910112,0.0674157303370786
"Ellensburg",2016-03-01,86,0.174418604651163,0.313953488372093,0.0697674418604651,0.325581395348837,0.116279069767442
"Ellensburg",2016-03-02,101,0.207920792079208,0.247524752475248,0.0396039603960396,0.386138613861386,0.118811881188119
"Ellensburg",2016-03-03,73,0.136986301369863,0.246575342465753,0.0273972602739726,0.397260273972603,0.191780821917808
"Ellensburg",2016-03-04,137,0.116788321167883,0.167883211678832,0.0437956204379562,0.284671532846715,0.386861313868613
"Ellensburg",2016-03-05,108,0.185185185185185,0.203703703703704,0.0277777777777778,0.25,0.333333333333333
"Ellensburg",2016-03-06,81,0.0864197530864197,0.259259259259259,0.0617283950617284,0.234567901234568,0.358024691358025
"Ellensburg",2016-03-07,85,0.141176470588235,0.176470588235294,0.0117647058823529,0.270588235294118,0.4
"Ellensburg",2016-03-08,94,0.202127659574468,0.117021276595745,0.0106382978723404,0.223404255319149,0.446808510638298
"Ellensburg",2016-03-09,103,0.320388349514563,0.145631067961165,0.0388349514563107,0.155339805825243,0.339805825242718
"Ellensburg",2016-03-10,84,0.166666666666667,0.107142857142857,0.0238095238095238,0.19047619047619,0.511904761904762
"Ellensburg",2016-03-11,108,0.166666666666667,0.166666666666667,0.00925925925925926,0.268518518518519,0.388888888888889
"Ellensburg",2016-03-12,103,0.203883495145631,0.135922330097087,0.029126213592233,0.194174757281553,0.436893203883495
"Ellensburg",2016-03-13,76,0.171052631578947,0.197368421052632,0.0657894736842105,0.197368421052632,0.368421052631579
"Ellensburg",2016-03-14,79,0.265822784810127,0.126582278481013,0,0.30379746835443,0.30379746835443
"Ellensburg",2016-03-15,79,0.113924050632911,0.10126582278481,0.0379746835443038,0.30379746835443,0.443037974683544
"Ellensburg",2016-03-16,90,0.233333333333333,0.222222222222222,0.0444444444444444,0.233333333333333,0.266666666666667
"Ellensburg",2016-03-17,85,0.164705882352941,0.141176470588235,0.0352941176470588,0.317647058823529,0.341176470588235
"Ellensburg",2016-03-18,98,0.214285714285714,0.13265306122449,0.0204081632653061,0.224489795918367,0.408163265306122
"Ellensburg",2016-03-19,131,0.229007633587786,0.206106870229008,0.0305343511450382,0.198473282442748,0.33587786259542
"Ellensburg",2016-03-20,75,0.173333333333333,0.186666666666667,0.0133333333333333,0.12,0.506666666666667
"Ellensburg",2016-03-21,65,0.123076923076923,0.153846153846154,0.0153846153846154,0.338461538461538,0.369230769230769
"Ellensburg",2016-03-22,107,0.289719626168224,0.11214953271028,0.0280373831775701,0.186915887850467,0.383177570093458
"Ellensburg",2016-03-23,85,0.282352941176471,0.105882352941176,0.0352941176470588,0.270588235294118,0.305882352941176
"Ellensburg",2016-03-24,93,0.247311827956989,0.172043010752688,0.021505376344086,0.225806451612903,0.333333333333333
"Ellensburg",2016-03-25,107,0.271028037383178,0.0934579439252336,0.0186915887850467,0.271028037383178,0.345794392523364
"Ellensburg",2016-03-26,113,0.256637168141593,0.0884955752212389,0.0176991150442478,0.327433628318584,0.309734513274336
"Ellensburg",2016-03-27,78,0.217948717948718,0.179487179487179,0.0128205128205128,0.230769230769231,0.358974358974359
"Ellensburg",2016-03-28,74,0.216216216216216,0.108108108108108,0.0135135135135135,0.297297297297297,0.364864864864865
"Ellensburg",2016-03-29,98,0.122448979591837,0.153061224489796,0.0204081632653061,0.285714285714286,0.418367346938776
"Ellensburg",2016-03-30,73,0.150684931506849,0.178082191780822,0.0273972602739726,0.328767123287671,0.315068493150685
"Ellensburg",2016-03-31,87,0.149425287356322,0.114942528735632,0.0229885057471264,0.28735632183908,0.425287356321839
"Ellensburg",2016-04-01,131,0.244274809160305,0.16793893129771,0.0534351145038168,0.16030534351145,0.374045801526718
"Ellensburg",2016-04-02,118,0.177966101694915,0.322033898305085,0.0254237288135593,0.135593220338983,0.338983050847458
"Ellensburg",2016-04-03,104,0.240384615384615,0.278846153846154,0.0384615384615385,0.221153846153846,0.221153846153846
"Ellensburg",2016-04-04,84,0.19047619047619,0.25,0.0357142857142857,0.25,0.273809523809524
"Ellensburg",2016-04-05,111,0.162162162162162,0.351351351351351,0.00900900900900901,0.216216216216216,0.261261261261261
"Ellensburg",2016-04-06,80,0.2875,0.2625,0.025,0.2125,0.2125
"Ellensburg",2016-04-07,119,0.352941176470588,0.277310924369748,0,0.134453781512605,0.235294117647059
"Ellensburg",2016-04-08,120,0.233333333333333,0.216666666666667,0.0333333333333333,0.191666666666667,0.325
"Ellensburg",2016-04-09,115,0.191304347826087,0.321739130434783,0.0173913043478261,0.173913043478261,0.295652173913043
"Ellensburg",2016-04-10,78,0.205128205128205,0.179487179487179,0.0256410256410256,0.0897435897435897,0.5
"Ellensburg",2016-04-11,73,0.191780821917808,0.205479452054795,0.0136986301369863,0.164383561643836,0.424657534246575
"Ellensburg",2016-04-12,109,0.256880733944954,0.238532110091743,0.018348623853211,0.18348623853211,0.302752293577982
"Ellensburg",2016-04-13,84,0.226190476190476,0.178571428571429,0.0119047619047619,0.19047619047619,0.392857142857143
"Ellensburg",2016-04-14,82,0.231707317073171,0.317073170731707,0.0121951219512195,0.0975609756097561,0.341463414634146
"Ellensburg",2016-04-15,105,0.142857142857143,0.361904761904762,0,0.19047619047619,0.304761904761905
"Ellensburg",2016-04-16,115,0.217391304347826,0.139130434782609,0.00869565217391304,0.269565217391304,0.365217391304348
"Ellensburg",2016-04-17,85,0.223529411764706,0.164705882352941,0.0352941176470588,0.211764705882353,0.364705882352941
"Ellensburg",2016-04-18,115,0.28695652173913,0.0434782608695652,0.00869565217391304,0.2,0.460869565217391
"Ellensburg",2016-04-19,129,0.201550387596899,0.0697674418604651,0,0.186046511627907,0.542635658914729
"Ellensburg",2016-04-20,193,0.113989637305699,0.0880829015544041,0.0103626943005181,0.134715025906736,0.652849740932642
"Ellensburg",2016-04-21,123,0.186991869918699,0.154471544715447,0.00813008130081301,0.178861788617886,0.471544715447154
"Ellensburg",2016-04-22,126,0.206349206349206,0.150793650793651,0.0158730158730159,0.174603174603175,0.452380952380952
"Ellensburg",2016-04-23,127,0.196850393700787,0.149606299212598,0,0.204724409448819,0.448818897637795
"Ellensburg",2016-04-24,85,0.223529411764706,0.211764705882353,0.0235294117647059,0.223529411764706,0.317647058823529
"Ellensburg",2016-04-25,112,0.258928571428571,0.133928571428571,0,0.160714285714286,0.446428571428571
"Ellensburg",2016-04-26,93,0.204301075268817,0.150537634408602,0.021505376344086,0.268817204301075,0.354838709677419
"Ellensburg",2016-04-27,103,0.203883495145631,0.16504854368932,0.00970873786407767,0.242718446601942,0.378640776699029
"Ellensburg",2016-04-28,96,0.177083333333333,0.25,0.0208333333333333,0.125,0.427083333333333
"Ellensburg",2016-04-29,123,0.235772357723577,0.0975609756097561,0,0.260162601626016,0.40650406504065
"Ellensburg",2016-04-30,133,0.24812030075188,0.210526315789474,0.0075187969924812,0.18796992481203,0.345864661654135
"Ellensburg",2016-05-01,81,0.209876543209877,0.160493827160494,0.0246913580246914,0.222222222222222,0.382716049382716
"Ellensburg",2016-05-02,98,0.183673469387755,0.0714285714285714,0,0.326530612244898,0.418367346938776
"Ellensburg",2016-05-03,90,0.244444444444444,0.111111111111111,0.0111111111111111,0.211111111111111,0.422222222222222
"Ellensburg",2016-05-04,89,0.123595505617978,0.191011235955056,0,0.292134831460674,0.393258426966292
"Ellensburg",2016-05-05,122,0.254098360655738,0.180327868852459,0.00819672131147541,0.204918032786885,0.352459016393443
"Ellensburg",2016-05-06,112,0.285714285714286,0.133928571428571,0.0357142857142857,0.267857142857143,0.276785714285714
"Ellensburg",2016-05-07,117,0.264957264957265,0.136752136752137,0.0170940170940171,0.307692307692308,0.273504273504274
"Ellensburg",2016-05-08,100,0.19,0.1,0.01,0.32,0.38
"Ellensburg",2016-05-09,134,0.149253731343284,0.171641791044776,0.0149253731343284,0.253731343283582,0.41044776119403
"Ellensburg",2016-05-10,113,0.230088495575221,0.132743362831858,0,0.283185840707965,0.353982300884956
"Ellensburg",2016-05-11,108,0.175925925925926,0.0925925925925926,0.00925925925925926,0.277777777777778,0.444444444444444
"Ellensburg",2016-05-12,85,0.176470588235294,0.141176470588235,0,0.235294117647059,0.447058823529412
"Ellensburg",2016-05-13,132,0.196969696969697,0.136363636363636,0.00757575757575758,0.310606060606061,0.348484848484849
"Ellensburg",2016-05-14,105,0.19047619047619,0.219047619047619,0,0.314285714285714,0.276190476190476
"Ellensburg",2016-05-15,84,0.178571428571429,0.0714285714285714,0.0476190476190476,0.380952380952381,0.321428571428571
"Ellensburg",2016-05-16,125,0.192,0.04,0.016,0.36,0.392
"Ellensburg",2016-05-17,91,0.230769230769231,0.0659340659340659,0.021978021978022,0.351648351648352,0.32967032967033
"Ellensburg",2016-05-18,111,0.207207207207207,0.0720720720720721,0.018018018018018,0.387387387387387,0.315315315315315
"Ellensburg",2016-05-19,101,0.267326732673267,0.148514851485149,0.0099009900990099,0.405940594059406,0.168316831683168
"Ellensburg",2016-05-20,150,0.206666666666667,0.0933333333333333,0.02,0.506666666666667,0.173333333333333
"Ellensburg",2016-05-21,114,0.12280701754386,0.140350877192982,0.0087719298245614,0.570175438596491,0.157894736842105
"Ellensburg",2016-05-22,102,0.186274509803922,0.156862745098039,0.0294117647058824,0.431372549019608,0.196078431372549
"Ellensburg",2016-05-23,86,0.255813953488372,0.186046511627907,0.0116279069767442,0.244186046511628,0.302325581395349
"Ellensburg",2016-05-24,76,0.236842105263158,0.184210526315789,0,0.394736842105263,0.184210526315789
"Ellensburg",2016-05-25,91,0.285714285714286,0.153846153846154,0,0.351648351648352,0.208791208791209
"Ellensburg",2016-05-26,127,0.21259842519685,0.125984251968504,0.015748031496063,0.354330708661417,0.291338582677165
"Ellensburg",2016-05-27,158,0.284810126582278,0.0886075949367089,0.0316455696202532,0.234177215189873,0.360759493670886
"Ellensburg",2016-05-28,111,0.351351351351351,0.0630630630630631,0.045045045045045,0.306306306306306,0.234234234234234
"Ellensburg",2016-05-29,105,0.171428571428571,0.0571428571428571,0.0476190476190476,0.285714285714286,0.438095238095238
"Ellensburg",2016-05-30,117,0.170940170940171,0.0598290598290598,0.0256410256410256,0.316239316239316,0.427350427350427
"Ellensburg",2016-05-31,99,0.343434343434343,0.0404040404040404,0.0101010101010101,0.313131313131313,0.292929292929293
"Ellensburg",2016-06-01,97,0.175257731958763,0.0515463917525773,0.0515463917525773,0.391752577319588,0.329896907216495
"Ellensburg",2016-06-02,116,0.198275862068966,0.0258620689655172,0.0344827586206897,0.336206896551724,0.405172413793103
"Ellensburg",2016-06-03,143,0.167832167832168,0.0769230769230769,0.0629370629370629,0.293706293706294,0.398601398601399
"Ellensburg",2016-06-04,135,0.17037037037037,0.111111111111111,0.0148148148148148,0.355555555555556,0.348148148148148
"Ellensburg",2016-06-05,101,0.148514851485149,0.099009900990099,0.0099009900990099,0.297029702970297,0.445544554455446
"Ellensburg",2016-06-06,91,0.142857142857143,0.043956043956044,0.032967032967033,0.263736263736264,0.516483516483517
"Ellensburg",2016-06-07,111,0.153153153153153,0.045045045045045,0.045045045045045,0.315315315315315,0.441441441441441
"Ellensburg",2016-06-08,121,0.289256198347107,0.0413223140495868,0.0330578512396694,0.256198347107438,0.380165289256198
"Ellensburg",2016-06-09,127,0.251968503937008,0.0393700787401575,0.0078740157480315,0.244094488188976,0.456692913385827
"Ellensburg",2016-06-10,148,0.304054054054054,0.0202702702702703,0.0540540540540541,0.25,0.371621621621622
"Ellensburg",2016-06-11,167,0.377245508982036,0.029940119760479,0.0179640718562874,0.203592814371257,0.37125748502994
"Ellensburg",2016-06-12,126,0.246031746031746,0.206349206349206,0.0476190476190476,0.285714285714286,0.214285714285714
"Ellensburg",2016-06-13,86,0.174418604651163,0.151162790697674,0.0348837209302326,0.302325581395349,0.337209302325581
"Ellensburg",2016-06-14,99,0.121212121212121,0.181818181818182,0.0505050505050505,0.333333333333333,0.313131313131313
"Ellensburg",2016-06-15,119,0.218487394957983,0.100840336134454,0.0336134453781513,0.336134453781513,0.310924369747899
"Ellensburg",2016-06-16,116,0.163793103448276,0.0775862068965517,0.0258620689655172,0.353448275862069,0.379310344827586
"Ellensburg",2016-06-17,164,0.219512195121951,0.158536585365854,0.0121951219512195,0.304878048780488,0.304878048780488
"Ellensburg",2016-06-18,115,0.191304347826087,0.2,0.0434782608695652,0.243478260869565,0.321739130434783
"Ellensburg",2016-06-19,126,0.214285714285714,0.174603174603175,0.0317460317460317,0.30952380952381,0.26984126984127
"Ellensburg",2016-06-20,114,0.166666666666667,0.114035087719298,0.0263157894736842,0.359649122807018,0.333333333333333
"Ellensburg",2016-06-21,120,0.116666666666667,0.0583333333333333,0.0166666666666667,0.308333333333333,0.5
"Ellensburg",2016-06-22,89,0.179775280898876,0.0224719101123595,0.0112359550561798,0.382022471910112,0.404494382022472
"Ellensburg",2016-06-23,118,0.161016949152542,0.0423728813559322,0.0338983050847458,0.355932203389831,0.406779661016949
"Ellensburg",2016-06-24,154,0.233766233766234,0.11038961038961,0.012987012987013,0.37012987012987,0.272727272727273
"Ellensburg",2016-06-25,141,0.198581560283688,0.0638297872340425,0.0212765957446809,0.411347517730496,0.304964539007092
"Ellensburg",2016-06-26,130,0.169230769230769,0.0538461538461538,0,0.415384615384615,0.361538461538462
"Ellensburg",2016-06-27,100,0.27,0.04,0.02,0.43,0.24
"Ellensburg",2016-06-28,110,0.218181818181818,0.0727272727272727,0.0727272727272727,0.336363636363636,0.3
"Ellensburg",2016-06-29,102,0.225490196078431,0.0686274509803922,0.00980392156862745,0.362745098039216,0.333333333333333
"Ellensburg",2016-06-30,106,0.273584905660377,0.0471698113207547,0,0.405660377358491,0.273584905660377
"Ellensburg",2016-07-01,199,0.256281407035176,0.0603015075376884,0.0301507537688442,0.326633165829146,0.326633165829146
"Ellensburg",2016-07-02,114,0.184210526315789,0.0789473684210526,0.043859649122807,0.359649122807018,0.333333333333333
"Ellensburg",2016-07-03,129,0.186046511627907,0.0465116279069767,0.0387596899224806,0.387596899224806,0.341085271317829
"Ellensburg",2016-07-04,90,0.166666666666667,0.0444444444444444,0,0.355555555555556,0.433333333333333
"Ellensburg",2016-07-05,125,0.168,0.04,0.024,0.408,0.36
"Ellensburg",2016-07-06,119,0.168067226890756,0.0756302521008403,0.0252100840336134,0.394957983193277,0.336134453781513
"Ellensburg",2016-07-07,134,0.246268656716418,0.0223880597014925,0.00746268656716418,0.328358208955224,0.395522388059701
"Ellensburg",2016-07-08,129,0.209302325581395,0.062015503875969,0.00775193798449612,0.348837209302326,0.372093023255814
"Ellensburg",2016-07-09,150,0.193333333333333,0.08,0,0.326666666666667,0.4
"Ellensburg",2016-07-10,99,0.141414141414141,0.0606060606060606,0.0404040404040404,0.343434343434343,0.414141414141414
"Ellensburg",2016-07-11,118,0.322033898305085,0.0423728813559322,0.00847457627118644,0.296610169491525,0.330508474576271
"Ellensburg",2016-07-12,118,0.305084745762712,0.0254237288135593,0.00847457627118644,0.288135593220339,0.372881355932203
"Ellensburg",2016-07-13,119,0.226890756302521,0.0420168067226891,0.0336134453781513,0.260504201680672,0.436974789915966
"Ellensburg",2016-07-14,109,0.26605504587156,0.018348623853211,0.0458715596330275,0.412844036697248,0.256880733944954
"Ellensburg",2016-07-15,208,0.302884615384615,0.0288461538461538,0.00480769230769231,0.293269230769231,0.370192307692308
"Ellensburg",2016-07-16,224,0.348214285714286,0.03125,0.0491071428571429,0.245535714285714,0.325892857142857
"Ellensburg",2016-07-17,125,0.32,0.008,0.024,0.28,0.368
"Ellensburg",2016-07-18,122,0.213114754098361,0.0655737704918033,0.0327868852459016,0.262295081967213,0.426229508196721
"Ellensburg",2016-07-19,124,0.17741935483871,0.032258064516129,0.0483870967741935,0.274193548387097,0.467741935483871
"Ellensburg",2016-07-20,128,0.2265625,0.03125,0.0390625,0.390625,0.3125
"Ellensburg",2016-07-21,137,0.160583941605839,0.072992700729927,0.0145985401459854,0.248175182481752,0.503649635036496
"Ellensburg",2016-07-22,175,0.234285714285714,0.0228571428571429,0.0628571428571429,0.257142857142857,0.422857142857143
"Ellensburg",2016-07-23,171,0.251461988304094,0.0292397660818713,0.0467836257309941,0.192982456140351,0.47953216374269
"Ellensburg",2016-07-24,117,0.264957264957265,0.0512820512820513,0.0256410256410256,0.205128205128205,0.452991452991453
"Ellensburg",2016-07-25,121,0.289256198347107,0.0413223140495868,0.0330578512396694,0.190082644628099,0.446280991735537
"Ellensburg",2016-07-26,103,0.16504854368932,0.029126213592233,0.0388349514563107,0.271844660194175,0.495145631067961
"Ellensburg",2016-07-27,134,0.208955223880597,0.0373134328358209,0.0149253731343284,0.253731343283582,0.485074626865672
"Ellensburg",2016-07-28,105,0.123809523809524,0.0476190476190476,0.00952380952380952,0.304761904761905,0.514285714285714
"Ellensburg",2016-07-29,177,0.169491525423729,0.0508474576271186,0.0225988700564972,0.401129943502825,0.355932203389831
"Ellensburg",2016-07-30,128,0.1640625,0.0234375,0.03125,0.375,0.40625
"Ellensburg",2016-07-31,111,0.198198198198198,0.0630630630630631,0.0720720720720721,0.234234234234234,0.432432432432432
"Ellensburg",2016-08-01,146,0.205479452054795,0.0342465753424658,0.0410958904109589,0.315068493150685,0.404109589041096
"Ellensburg",2016-08-02,137,0.306569343065693,0.0364963503649635,0.0291970802919708,0.255474452554745,0.372262773722628
"Ellensburg",2016-08-03,107,0.280373831775701,0.0280373831775701,0,0.280373831775701,0.411214953271028
"Ellensburg",2016-08-04,129,0.24031007751938,0.0310077519379845,0.0232558139534884,0.317829457364341,0.387596899224806
"Ellensburg",2016-08-05,186,0.28494623655914,0.0752688172043011,0.0268817204301075,0.220430107526882,0.39247311827957
"Ellensburg",2016-08-06,161,0.267080745341615,0.0186335403726708,0.0372670807453416,0.285714285714286,0.391304347826087
"Ellensburg",2016-08-07,108,0.166666666666667,0.0555555555555556,0.0185185185185185,0.388888888888889,0.37037037037037
"Ellensburg",2016-08-08,131,0.221374045801527,0.083969465648855,0.0305343511450382,0.282442748091603,0.381679389312977
"Ellensburg",2016-08-09,118,0.127118644067797,0.0847457627118644,0.0338983050847458,0.288135593220339,0.466101694915254
"Ellensburg",2016-08-10,112,0.1875,0.0446428571428571,0.0267857142857143,0.285714285714286,0.455357142857143
"Ellensburg",2016-08-11,150,0.133333333333333,0.146666666666667,0.00666666666666667,0.193333333333333,0.52
"Ellensburg",2016-08-12,148,0.168918918918919,0.0743243243243243,0.027027027027027,0.283783783783784,0.445945945945946
"Ellensburg",2016-08-13,151,0.211920529801325,0.0662251655629139,0.0397350993377483,0.165562913907285,0.516556291390728
"Ellensburg",2016-08-14,130,0.123076923076923,0.0230769230769231,0.0230769230769231,0.276923076923077,0.553846153846154
"Ellensburg",2016-08-15,104,0.182692307692308,0.0576923076923077,0.0480769230769231,0.298076923076923,0.413461538461538
"Ellensburg",2016-08-16,116,0.155172413793103,0.0603448275862069,0.0258620689655172,0.224137931034483,0.53448275862069
"Ellensburg",2016-08-17,101,0.267326732673267,0.108910891089109,0.0495049504950495,0.188118811881188,0.386138613861386
"Ellensburg",2016-08-18,126,0.206349206349206,0.103174603174603,0.0238095238095238,0.182539682539683,0.484126984126984
"Ellensburg",2016-08-19,179,0.223463687150838,0.0726256983240224,0.0223463687150838,0.206703910614525,0.474860335195531
"Ellensburg",2016-08-20,165,0.254545454545455,0.0363636363636364,0.0424242424242424,0.175757575757576,0.490909090909091
"Ellensburg",2016-08-21,119,0.176470588235294,0.0336134453781513,0.00840336134453781,0.243697478991597,0.53781512605042
"Ellensburg",2016-08-22,107,0.205607476635514,0.0654205607476635,0.0280373831775701,0.168224299065421,0.532710280373832
"Ellensburg",2016-08-23,111,0.216216216216216,0.0990990990990991,0.018018018018018,0.207207207207207,0.459459459459459
"Ellensburg",2016-08-24,122,0.19672131147541,0.0573770491803279,0.0245901639344262,0.221311475409836,0.5
"Ellensburg",2016-08-25,123,0.178861788617886,0.0569105691056911,0.032520325203252,0.32520325203252,0.40650406504065
"Ellensburg",2016-08-26,173,0.265895953757225,0.0578034682080925,0.00578034682080925,0.248554913294798,0.421965317919075
"Ellensburg",2016-08-27,183,0.191256830601093,0.0710382513661202,0.0163934426229508,0.284153005464481,0.437158469945355
"Ellensburg",2016-08-28,124,0.266129032258065,0.0161290322580645,0.0161290322580645,0.282258064516129,0.419354838709677
"Ellensburg",2016-08-29,122,0.221311475409836,0.0819672131147541,0.0327868852459016,0.311475409836066,0.352459016393443
"Ellensburg",2016-08-30,132,0.196969696969697,0.0606060606060606,0.0378787878787879,0.28030303030303,0.424242424242424
"Ellensburg",2016-08-31,152,0.243421052631579,0.0723684210526316,0.0328947368421053,0.236842105263158,0.414473684210526
"Ellensburg",2016-09-01,188,0.207446808510638,0.0531914893617021,0.00531914893617021,0.180851063829787,0.553191489361702
"Ellensburg",2016-09-02,251,0.262948207171315,0.0398406374501992,0.0199203187250996,0.199203187250996,0.47808764940239
"Ellensburg",2016-09-03,206,0.271844660194175,0.0533980582524272,0,0.174757281553398,0.5
"Ellensburg",2016-09-04,172,0.313953488372093,0.0581395348837209,0.0174418604651163,0.267441860465116,0.343023255813953
"Ellensburg",2016-09-05,163,0.276073619631902,0.0184049079754601,0.0184049079754601,0.251533742331288,0.43558282208589
"Ellensburg",2016-09-06,156,0.134615384615385,0.134615384615385,0,0.346153846153846,0.384615384615385
"Ellensburg",2016-09-07,149,0.241610738255034,0.0268456375838926,0.00671140939597315,0.241610738255034,0.483221476510067
"Ellensburg",2016-09-08,140,0.25,0.0428571428571429,0,0.271428571428571,0.435714285714286
"Ellensburg",2016-09-09,178,0.179775280898876,0.0337078651685393,0.0224719101123595,0.219101123595506,0.544943820224719
"Ellensburg",2016-09-10,171,0.239766081871345,0.00584795321637427,0,0.280701754385965,0.473684210526316
"Ellensburg",2016-09-11,133,0.203007518796992,0.0075187969924812,0.0150375939849624,0.315789473684211,0.458646616541353
"Ellensburg",2016-09-12,125,0.256,0.04,0.008,0.272,0.424
"Ellensburg",2016-09-13,148,0.155405405405405,0.0337837837837838,0.0135135135135135,0.378378378378378,0.418918918918919
"Ellensburg",2016-09-14,146,0.23972602739726,0.0273972602739726,0.00684931506849315,0.328767123287671,0.397260273972603
"Ellensburg",2016-09-15,138,0.181159420289855,0.0579710144927536,0.0144927536231884,0.333333333333333,0.41304347826087
"Ellensburg",2016-09-16,158,0.240506329113924,0.0632911392405063,0,0.29746835443038,0.39873417721519
"Ellensburg",2016-09-17,152,0.236842105263158,0.0657894736842105,0.00657894736842105,0.328947368421053,0.361842105263158
"Ellensburg",2016-09-18,153,0.176470588235294,0.065359477124183,0.0130718954248366,0.333333333333333,0.411764705882353
"Ellensburg",2016-09-19,118,0.228813559322034,0.0847457627118644,0.0169491525423729,0.372881355932203,0.296610169491525
"Ellensburg",2016-09-20,156,0.185897435897436,0.0576923076923077,0,0.358974358974359,0.397435897435897
"Ellensburg",2016-09-21,178,0.174157303370787,0.0561797752808989,0.0112359550561798,0.365168539325843,0.393258426966292
"Ellensburg",2016-09-22,137,0.240875912408759,0.0291970802919708,0.0072992700729927,0.343065693430657,0.37956204379562
"Ellensburg",2016-09-23,185,0.2,0.0648648648648649,0,0.351351351351351,0.383783783783784
"Ellensburg",2016-09-24,178,0.207865168539326,0.0337078651685393,0.0168539325842697,0.292134831460674,0.449438202247191
