"towntype","saledate","revenue","tot_items","avg_price_peritem","perc_usable","perc_extract","perc_edible","perc_other"
"NCNU",2016-08-13,1789973.3904,76366,23.4394022261216,0.716064740853259,0.14416101406385,0.0956708482832674,0.0441033967996229
"Pullman",2016-08-13,28649.2071,1260,22.737465952381,0.68015873015873,0.171428571428571,0.11031746031746,0.0380952380952381
"Ellensburg",2016-08-13,21972.2929,1085,20.2509611981567,0.670967741935484,0.139170506912442,0.130875576036866,0.0589861751152074
"Airway Heights",2016-08-13,19836.9835,875,22.6708382857143,0.539428571428571,0.173714285714286,0.104,0.182857142857143
"Urban",2016-08-14,1380551.6304,63177,21.8521238805261,0.698323757063488,0.136299602703516,0.111100558747646,0.0542760814853507
"NCNU",2016-08-14,1367287.1397,61101,22.3774920164973,0.722394068836844,0.140505065383545,0.0895239030457767,0.0475769627338341
"Pullman",2016-08-14,21221.9439,1050,20.2113751428571,0.738095238095238,0.145714285714286,0.0828571428571429,0.0333333333333333
"Ellensburg",2016-08-14,19984.6969,930,21.4889213978495,0.691397849462366,0.139784946236559,0.0935483870967742,0.0752688172043011
"Airway Heights",2016-08-14,14280.6745,621,22.9962552334944,0.642512077294686,0.186795491143317,0.0772946859903382,0.0933977455716586
"Urban",2016-08-15,1209046.7419,54614,22.1380368019189,0.712802578093529,0.137180942615447,0.0960193357014685,0.0539971435895558
"NCNU",2016-08-15,1246092.2132,53649,23.2267556375701,0.725418926727432,0.145967306007568,0.084698689630748,0.0439150776342523
"Pullman",2016-08-15,22515.5253,1106,20.3576178119349,0.766726943942134,0.136528028933092,0.0705244122965642,0.0262206148282098
"Ellensburg",2016-08-15,17179.4164,833,20.6235490996399,0.738295318127251,0.12484993997599,0.0864345738295318,0.0504201680672269
"Airway Heights",2016-08-15,10667.4502,486,21.9494860082305,0.679012345679012,0.150205761316872,0.0802469135802469,0.0905349794238683
"Urban",2016-08-16,1325061.9998,59141,22.4051334911483,0.717235082261037,0.139767673864155,0.0910535838081872,0.0519436600666204
"NCNU",2016-08-16,1385143.158,59647,23.2223440910691,0.724160477475816,0.148792059952722,0.0802219726054957,0.0468254899659664
"Pullman",2016-08-16,26082.471,1409,18.5113349893542,0.811213626685593,0.105748757984386,0.0688431511710433,0.014194464158978
"Ellensburg",2016-08-16,18725.2148,861,21.7482169570267,0.684088269454123,0.13472706155633,0.105691056910569,0.0754936120789779
"Airway Heights",2016-08-16,15743.8071,680,23.1526575,0.708823529411765,0.138235294117647,0.0647058823529412,0.0882352941176471
"Urban",2016-08-17,1343235.1046,59858,22.4403605967456,0.714942029469745,0.142353570115941,0.0902803301146046,0.0524240702997093
"NCNU",2016-08-17,1412214.084,60081,23.5051694212813,0.720061250644963,0.152277758359548,0.0823221983655398,0.0453387926299496
"Pullman",2016-08-17,25486.5073,1398,18.2306919170243,0.78898426323319,0.122317596566524,0.0679542203147353,0.0207439198855508
"Ellensburg",2016-08-17,18505.549,828,22.3496968599034,0.71256038647343,0.121980676328502,0.0917874396135266,0.0736714975845411
"Airway Heights",2016-08-17,17442.9633,725,24.0592597241379,0.660689655172414,0.169655172413793,0.0951724137931034,0.0744827586206896
"Urban",2016-08-18,1409189.8912,62158,22.6710944882396,0.702757488979697,0.143714405225393,0.0984426783358538,0.055085427459056
"NCNU",2016-08-18,1446785.7737,61789,23.4149407451164,0.718347926006247,0.147777112431015,0.0848856592597388,0.0489893023029989
"Pullman",2016-08-18,27925.7101,1274,21.9197096546311,0.722919937205652,0.149921507064364,0.107535321821036,0.0196232339089482
"Ellensburg",2016-08-18,20276.3288,957,21.187386415883,0.70846394984326,0.13166144200627,0.0804597701149425,0.0794148380355277
"Airway Heights",2016-08-18,14261.2616,564,25.285924822695,0.725177304964539,0.161347517730496,0.0585106382978723,0.0549645390070922
"Urban",2016-08-19,1720917.2389,74931,22.9666925424724,0.701325219201666,0.144733154502142,0.103201612149845,0.050740014146348
"NCNU",2016-08-19,1840279.7082,76009,24.2113395545264,0.714639055901275,0.152547724611559,0.0858450972911103,0.0469681221960557
"Pullman",2016-08-19,35314.764,1534,23.0213585397653,0.717731421121252,0.144719687092568,0.104302477183833,0.0332464146023468
"Ellensburg",2016-08-19,22626.8926,1054,21.4676400379507,0.645161290322581,0.169829222011385,0.103415559772296,0.0815939278937381
"Airway Heights",2016-08-19,19039.6298,855,22.2685728654971,0.72046783625731,0.170760233918129,0.0549707602339181,0.0538011695906433
"Urban",2016-08-20,1851918.3925,82155,22.5417612135597,0.685959466861421,0.146625281480129,0.111155742194632,0.0562595094638184
"NCNU",2016-08-20,2036825.1827,78920,25.8087326748606,0.710326913329954,0.147098327420172,0.0959579320831221,0.0466168271667511
"Pullman",2016-08-20,32450.7653,1462,22.1961458960328,0.723666210670315,0.149794801641587,0.0998632010943912,0.0266757865937072
"Ellensburg",2016-08-20,25422.1858,1172,21.6912848122867,0.640784982935154,0.140784982935154,0.130546075085324,0.0878839590443686
"Airway Heights",2016-08-20,18759.9032,799,23.4792280350438,0.705882352941177,0.21026282853567,0.0538172715894869,0.0300375469336671
"Urban",2016-08-21,1401048.8443,64367,21.766570514394,0.692140382494135,0.137135488682089,0.111858561063899,0.058865567759877
"NCNU",2016-08-21,1382103.2239,62624,22.0698649702989,0.721959632089934,0.143203883495146,0.0880972151251916,0.0467392692897292
"Pullman",2016-08-21,26475.2637,1267,20.8960250197317,0.739542225730071,0.117600631412786,0.109707971586425,0.0331491712707182
"Ellensburg",2016-08-21,18379.5775,872,21.0774971330275,0.698394495412844,0.136467889908257,0.0756880733944954,0.0894495412844037
"Airway Heights",2016-08-21,12473.5623,547,22.8035873857404,0.703839122486289,0.175502742230347,0.0749542961608775,0.0457038391224863
"Urban",2016-08-22,1277438.7311,56868,22.4632259108813,0.703945980164592,0.144387001477105,0.096187662657382,0.0554793557009214
"NCNU",2016-08-22,1217702.3745,53625,22.7077365874126,0.727291375291375,0.14569696969697,0.0828717948717949,0.0441398601398601
"Pullman",2016-08-22,24257.3296,1187,20.4358294860994,0.745577085088458,0.161752316764954,0.0657118786857624,0.0269587194608256
"Ellensburg",2016-08-22,19745.7689,935,21.1184694117647,0.73048128342246,0.114438502673797,0.0823529411764706,0.0727272727272727
"Airway Heights",2016-08-22,11490.3544,523,21.9700848948375,0.726577437858509,0.12810707456979,0.116634799235182,0.0286806883365201
"Urban",2016-08-23,1342330.932,59741,22.4691741350162,0.716710466848563,0.141109121039152,0.0914949532147102,0.0506854588975745
"NCNU",2016-08-23,1327415.7968,58299,22.769100615791,0.728914732671229,0.147000806188785,0.0786291360057634,0.0454553251342219
"Pullman",2016-08-23,25375.3181,1355,18.7271720295203,0.765313653136531,0.128413284132841,0.0789667896678967,0.0273062730627306
"Ellensburg",2016-08-23,19609.2484,832,23.5688081730769,0.694711538461538,0.133413461538462,0.103365384615385,0.0685096153846154
"Airway Heights",2016-08-23,14535.8096,613,23.7125768352365,0.737357259380098,0.128874388254486,0.0978792822185971,0.0358890701468189
"Urban",2016-08-24,1312884.9466,59054,22.2319393538118,0.716310495478714,0.144139262370034,0.0891048870525282,0.0504453550987232
"NCNU",2016-08-24,1345692.9668,58477,23.012346166869,0.723053508216906,0.14828052054654,0.0793474357439677,0.0493185354925868
"Pullman",2016-08-24,27018.1947,1475,18.3174201355932,0.793220338983051,0.111864406779661,0.0711864406779661,0.023728813559322
"Ellensburg",2016-08-24,17891.8575,808,22.1433879950495,0.679455445544555,0.150990099009901,0.0804455445544554,0.0891089108910891
"Airway Heights",2016-08-24,12613.1105,562,22.4432571174377,0.713523131672598,0.163701067615658,0.0569395017793594,0.0658362989323843
"Urban",2016-08-25,1524346.8441,63554,23.9850653633131,0.711379299493344,0.144365421531296,0.0940932120716241,0.0501620669037354
"NCNU",2016-08-25,1468990.9118,62909,23.3510453480424,0.719976473954442,0.150805131221288,0.0808787295935399,0.0483396652307301
"Pullman",2016-08-25,27770.0096,1424,19.5014112359551,0.761938202247191,0.13623595505618,0.0730337078651685,0.0287921348314607
"Ellensburg",2016-08-25,19748.9199,983,20.0904576805697,0.696846388606307,0.125127161749746,0.101729399796541,0.0762970498474059
"Airway Heights",2016-08-25,17301.4697,747,23.161271352075,0.693440428380187,0.175368139223561,0.0736278447121821,0.0575635876840696
"Urban",2016-08-26,2031331.9622,75061,27.0624153981428,0.703974101064468,0.145335127429691,0.100851307603149,0.0498394639026925
"NCNU",2016-08-26,1778859.1969,74587,23.849453616582,0.717725609020339,0.149463043157655,0.0842908281604033,0.0485205196616032
"Pullman",2016-08-26,33479.7586,1610,20.7948811180124,0.769565217391304,0.135403726708075,0.0664596273291925,0.0285714285714286
"Ellensburg",2016-08-26,23711.2065,1099,21.5752561419472,0.663330300272975,0.157415832575068,0.0882620564149227,0.0909918107370337
"Airway Heights",2016-08-26,17314.4025,786,22.0285019083969,0.7264631043257,0.157760814249364,0.0737913486005089,0.0419847328244275
"Urban",2016-08-27,1784250.2839,77770,22.9426550585058,0.69051047961939,0.147653336762248,0.10986241481291,0.051973768805452
"NCNU",2016-08-27,1734975.5898,75743,22.9060849160979,0.70968934422983,0.149175501366463,0.0895528299644852,0.0515823244392221
"Pullman",2016-08-27,35862.3667,1679,21.3593607504467,0.707564026206075,0.160214413341275,0.0911256700416915,0.0410958904109589
"Ellensburg",2016-08-27,24722.1295,1115,22.1723134529148,0.665470852017937,0.164125560538117,0.0816143497757848,0.0887892376681614
"Airway Heights",2016-08-27,29804.0486,1691,17.6251026611473,0.703134240094619,0.232406859846245,0.05204021289178,0.0124186871673566
"Urban",2016-08-28,1390462.4022,63592,21.8653667473896,0.705481821612782,0.13305132721097,0.107544974210593,0.0539218769656561
"NCNU",2016-08-28,1369363.8542,61093,22.414414977166,0.716939747597924,0.143044211284435,0.0854762411405562,0.0545397999770841
"Pullman",2016-08-28,26520.4874,1310,20.244646870229,0.723664122137405,0.133587786259542,0.109923664122137,0.032824427480916
"Ellensburg",2016-08-28,17422.9065,813,21.430389298893,0.670356703567036,0.152521525215252,0.0947109471094711,0.0824108241082411
"Airway Heights",2016-08-28,16643.6779,878,18.9563529612756,0.686788154897494,0.195899772209567,0.0933940774487472,0.0239179954441913
"Urban",2016-08-29,1192701.1623,53820,22.1609283221851,0.715087328130806,0.135767372723894,0.0930509104422148,0.0560943887030844
"NCNU",2016-08-29,1210068.0084,53249,22.7247086029785,0.719581588386636,0.148716407819865,0.0759450881706699,0.0557569156228286
"Pullman",2016-08-29,22709.257,1068,21.2633492509363,0.739700374531835,0.161985018726592,0.0702247191011236,0.0280898876404494
"Ellensburg",2016-08-29,18135.9504,880,20.6090345454545,0.689772727272727,0.138636363636364,0.0920454545454545,0.0795454545454545
"Airway Heights",2016-08-29,10942.1489,481,22.7487503118503,0.683991683991684,0.147609147609148,0.122661122661123,0.0457380457380457
"Urban",2016-08-30,1292874.4389,57170,22.6145607643869,0.725695294735001,0.136015392688473,0.0850271121217422,0.053262200454784
"NCNU",2016-08-30,1312510.2242,57537,22.8115860090029,0.727358047864852,0.146862019222413,0.0727184246658672,0.0530615082468672
"Pullman",2016-08-30,27322.9923,1506,18.1427571713147,0.795484727755644,0.126162018592297,0.047808764940239,0.0305444887118194
"Ellensburg",2016-08-30,20238.1469,898,22.5369119153675,0.693763919821826,0.146993318485523,0.0857461024498886,0.0734966592427617
"Airway Heights",2016-08-30,11395.1257,530,21.5002371698113,0.707547169811321,0.160377358490566,0.0962264150943396,0.0358490566037736
"Urban",2016-08-31,1423313.8788,62597,22.7377330990303,0.706184002428231,0.148138089684809,0.0909628256945221,0.0547150821924373
"NCNU",2016-08-31,1597297.385,61880,25.8128213477699,0.718244990303814,0.152634130575307,0.0764867485455721,0.052634130575307
"Pullman",2016-08-31,29101.4441,1590,18.3027950314465,0.80377358490566,0.111320754716981,0.0578616352201258,0.0270440251572327
"Ellensburg",2016-08-31,23410.2449,1083,21.6161079409049,0.708217913204063,0.140350877192982,0.0987996306555863,0.0526315789473684
"Airway Heights",2016-08-31,16158.7116,689,23.4524116110305,0.703918722786647,0.146589259796807,0.0957910014513788,0.0537010159651669
"Urban",2016-09-01,1779852.488,76616,23.230819776548,0.697791584003341,0.144747833350736,0.102707006369427,0.0547535762764958
"NCNU",2016-09-01,1879278.9502,77035,24.3951314363601,0.715428052184072,0.153332900629584,0.082287272019212,0.0489517751671318
"Pullman",2016-09-01,36506.3215,1740,20.9806445402299,0.764367816091954,0.145402298850575,0.0689655172413793,0.021264367816092
"Ellensburg",2016-09-01,30923.1057,1509,20.4924491053678,0.681245858184228,0.124585818422797,0.143803843605036,0.050364479787939
"Airway Heights",2016-09-01,23637.0621,969,24.3932529411765,0.683178534571723,0.174406604747162,0.0897832817337461,0.0526315789473684
"Urban",2016-09-02,2129420.3317,90365,23.5646581275936,0.686283406186023,0.14659436728822,0.117257787860344,0.0498644386654125
"NCNU",2016-09-02,2275496.4995,91619,24.8365131632085,0.70331481461269,0.154454861982776,0.0902214606140648,0.0520088627904692
"Pullman",2016-09-02,45327.9707,1952,23.2212964651639,0.692622950819672,0.160348360655738,0.115266393442623,0.0317622950819672
"Ellensburg",2016-09-02,42864.56,1882,22.7760680127524,0.679064824654623,0.13336875664187,0.14240170031881,0.0451647183846971
"Airway Heights",2016-09-02,22501.8801,986,22.8213794117647,0.732251521298174,0.141987829614604,0.0801217038539554,0.0456389452332657
"Urban",2016-09-03,1994273.6403,87888,22.6910800143364,0.674415164755143,0.149565355907519,0.126342617877298,0.0496768614600401
"NCNU",2016-09-03,2034194.0703,87393,23.276395939034,0.696428775760072,0.148192647008342,0.0984632636481183,0.0569153135834678
"Pullman",2016-09-03,39626.7431,1725,22.9720249855073,0.694492753623188,0.148985507246377,0.115942028985507,0.0405797101449275
"Ellensburg",2016-09-03,30132.6157,1464,20.582387773224,0.694672131147541,0.140710382513661,0.116803278688525,0.0478142076502732
"Airway Heights",2016-09-03,24407.4953,1055,23.1350666350711,0.70521327014218,0.168720379146919,0.0834123222748815,0.042654028436019
"Urban",2016-09-04,1494461.5545,69277,21.5722614215396,0.691398299579947,0.134258123186628,0.12249375694675,0.0518498202866752
"NCNU",2016-09-04,1506849.0397,67325,22.3817161485332,0.703082064611957,0.143943557370962,0.0958484961010026,0.0571258819160787
"Pullman",2016-09-04,29246.1435,1455,20.1004422680412,0.727835051546392,0.141580756013746,0.100343642611684,0.0302405498281787
"Ellensburg",2016-09-04,25329.8752,1167,21.7051201371037,0.682947729220223,0.14738646101114,0.110539845758355,0.0591259640102828
"Airway Heights",2016-09-04,17945.6711,789,22.7448302915082,0.698352344740177,0.171102661596958,0.073510773130545,0.0570342205323194
"Urban",2016-09-05,1326900.4576,63175,21.0035687787891,0.703743569449941,0.13187178472497,0.112291254451919,0.0520933913731698
"NCNU",2016-09-05,1320419.8781,59584,22.160645107747,0.715343045112782,0.145659908700322,0.0831766917293233,0.0558203544575725
"Pullman",2016-09-05,24668.7269,1317,18.7309999240699,0.766894457099468,0.118451025056948,0.0766894457099468,0.0379650721336371
"Ellensburg",2016-09-05,23885.813,1116,21.4030582437276,0.702508960573477,0.146057347670251,0.104838709677419,0.046594982078853
"Airway Heights",2016-09-05,16622.7306,716,23.2161041899441,0.706703910614525,0.152234636871508,0.0949720670391061,0.0460893854748603
"Urban",2016-09-06,1289778.8828,57889,22.280206650659,0.720948712190572,0.141408557757087,0.0883760299884261,0.0492667000639154
"NCNU",2016-09-06,1494086.0512,64116,23.3028581196581,0.719820325659742,0.153518622496725,0.077874477509514,0.0487865743340196
"Pullman",2016-09-06,30797.4767,1630,18.8941574846626,0.796319018404908,0.119018404907975,0.0582822085889571,0.0263803680981595
"Ellensburg",2016-09-06,21628.7791,936,23.1076699786325,0.711538461538462,0.166666666666667,0.0758547008547008,0.0459401709401709
"Airway Heights",2016-09-06,16749.9625,767,21.8382822685789,0.709256844850065,0.166883963494133,0.0795306388526728,0.0443285528031291
"Urban",2016-09-07,1409408.4884,62354,22.6033372101228,0.725246175064952,0.143647560701799,0.0868909773230266,0.0442152869102223
"NCNU",2016-09-07,1491593.6787,63229,23.590341120372,0.722231887266919,0.154960540258426,0.0748232614781192,0.0479843109965364
"Pullman",2016-09-07,32908.9344,1665,19.7651257657658,0.76996996996997,0.159159159159159,0.0528528528528528,0.018018018018018
"Ellensburg",2016-09-07,21897.1073,984,22.2531578252033,0.704268292682927,0.151422764227642,0.0985772357723577,0.0457317073170732
"Airway Heights",2016-09-07,15378.7295,748,20.5597987967914,0.733957219251337,0.164438502673797,0.0588235294117647,0.0427807486631016
"Urban",2016-09-08,1464607.5009,62695,23.3608342116596,0.721620543903023,0.144620783156552,0.0875029906691124,0.0462556822713135
"NCNU",2016-09-08,1486586.3972,63770,23.3116888380116,0.726940567665046,0.150807589775757,0.0744393915634311,0.047812450995766
"Pullman",2016-09-08,29285.7639,1553,18.8575427559562,0.783000643915003,0.134578235672891,0.0650354153251771,0.0173857050869285
"Ellensburg",2016-09-08,20714.9891,941,22.0138035069075,0.707757704569607,0.148777895855473,0.0818278427205101,0.0616365568544102
"Airway Heights",2016-09-08,16598.3583,773,21.4726498059508,0.720569210866753,0.174644243208279,0.0595084087968952,0.0452781371280724
"Urban",2016-09-09,1781247.285,74915,23.7769109657612,0.706547420409798,0.145177868250684,0.097443769605553,0.0508309417339652
"NCNU",2016-09-09,1951588.62017,82244,23.7292522271533,0.714678274402996,0.154649579300618,0.0817567238947522,0.0489154224016342
"Pullman",2016-09-09,37768.6669,1851,20.404466180443,0.720691518098325,0.15343057806591,0.097784981091302,0.0280929227444625
"Ellensburg",2016-09-09,26216.5803,1144,22.9165911713287,0.715034965034965,0.155594405594406,0.0769230769230769,0.0524475524475524
"Airway Heights",2016-09-09,20252.436,905,22.378382320442,0.78121546961326,0.12817679558011,0.056353591160221,0.0342541436464088
"Urban",2016-09-10,1949562.5121,81905,23.8027289188694,0.692680544533301,0.146328062999817,0.106806666259691,0.0541847262071913
"NCNU",2016-09-10,2048604.7578,82010,24.979938517254,0.711279112303378,0.147811242531399,0.0898792830142666,0.0510303621509572
"Pullman",2016-09-10,40263.0259,1836,21.9297526688453,0.715686274509804,0.149782135076253,0.101851851851852,0.0326797385620915
"Ellensburg",2016-09-10,24044.0617,1125,21.3724992888889,0.704,0.152,0.0986666666666667,0.0453333333333333
"Airway Heights",2016-09-10,22414.0357,1010,22.1921145544554,0.698019801980198,0.212871287128713,0.0524752475247525,0.0366336633663366
"Urban",2016-09-11,1403740.8806,65533,21.4203665420475,0.709550913280332,0.13330688355485,0.100865212946149,0.0562769902186685
"NCNU",2016-09-11,1429517.5813,63569,22.4876524925671,0.717535276628545,0.145542638707546,0.0830908147052809,0.0538312699586276
"Pullman",2016-09-11,26778.7324,1235,21.6831841295547,0.720647773279352,0.133603238866397,0.11417004048583,0.0315789473684211
"Ellensburg",2016-09-11,18352.0679,836,21.9522343301435,0.729665071770335,0.159090909090909,0.0741626794258373,0.0370813397129187
"Airway Heights",2016-09-11,16025.9312,789,20.3116998732573,0.703422053231939,0.153358681875792,0.0836501901140684,0.0595690747782003
"Urban",2016-09-12,1248278.5962,56608,22.0512753709723,0.718520350480497,0.136570802713397,0.0914358394573205,0.0534730073487846
"NCNU",2016-09-12,1282294.3399,55281,23.1959324162009,0.724480382048082,0.147247698124129,0.077295996816266,0.0509759230115229
"Pullman",2016-09-12,26119.4884,1149,22.7323658833769,0.738903394255875,0.179286335944299,0.0609225413402959,0.02088772845953
"Ellensburg",2016-09-12,19799.1441,892,22.1963498878924,0.734304932735426,0.140134529147982,0.0807174887892377,0.0448430493273543
"Airway Heights",2016-09-12,14515.287,615,23.6020926829268,0.747967479674797,0.117073170731707,0.0926829268292683,0.0422764227642276
"Urban",2016-09-13,1310946.8898,59217,22.1380159379908,0.727375584713849,0.138710167688333,0.0850769204789165,0.0488373271189017
"NCNU",2016-09-13,1368300.7205,59447,23.0171534391979,0.729977963564183,0.149696368193517,0.0744865174020556,0.0458391508402443
"Pullman",2016-09-13,28885.8883,1517,19.0414557020435,0.779828609096902,0.12524719841793,0.0711931443638761,0.023731048121292
"Ellensburg",2016-09-13,19257.9667,864,22.2893133101852,0.696759259259259,0.171296296296296,0.0763888888888889,0.0555555555555556
"Airway Heights",2016-09-13,16128.4346,751,21.475944873502,0.716378162450067,0.127829560585885,0.0945406125166445,0.0612516644474035
"Urban",2016-09-14,1331796.0019,60534,22.0007929741963,0.726550368388013,0.142994019889649,0.0809462450854065,0.0495093666369313
"NCNU",2016-09-14,1418541.1413,61332,23.1288909753473,0.726374486401878,0.150557620817844,0.0778875627731038,0.0451803300071741
"Pullman",2016-09-14,27327.664,1438,19.0039388038943,0.765646731571627,0.139082058414465,0.0799721835883171,0.0152990264255911
"Ellensburg",2016-09-14,19434.0254,866,22.4411378752887,0.663972286374134,0.168591224018476,0.0958429561200924,0.0715935334872979
"Airway Heights",2016-09-14,16172.0965,744,21.736688844086,0.745967741935484,0.135752688172043,0.0725806451612903,0.0456989247311828
"Urban",2016-09-15,1425409.4308,63735,22.3646258853063,0.717078528281164,0.147375853141916,0.0839726994586962,0.0515729191182239
"NCNU",2016-09-15,1533516.8158,65138,23.5425836808008,0.721452915348952,0.153689090853265,0.0794467131321195,0.0454112806656637
"Pullman",2016-09-15,30322.758,1420,21.3540549295775,0.757042253521127,0.145070422535211,0.0788732394366197,0.0190140845070423
"Ellensburg",2016-09-15,20819.3009,923,22.5561223185265,0.692307692307692,0.149512459371614,0.0736728060671723,0.0845070422535211
"Airway Heights",2016-09-15,18233.33,851,21.4257696827262,0.742655699177438,0.158636897767333,0.0552291421856639,0.0434782608695652
"Urban",2016-09-16,1802847.3626,77982,23.1187628247544,0.704303557231156,0.147893103536714,0.0955348670205945,0.052268472211536
"NCNU",2016-09-16,1905053.0616,79690,23.9057982381729,0.717593173547497,0.157058602083072,0.0820303676747396,0.0433178566946919
"Pullman",2016-09-16,39253.0756,1698,23.1172412249706,0.680800942285041,0.159599528857479,0.123674911660777,0.035924617196702
"Ellensburg",2016-09-16,23829.2183,1133,21.0319667255075,0.66107678729038,0.139452780229479,0.0864960282436011,0.11297440423654
"Airway Heights",2016-09-16,19883.3306,920,21.6123158695652,0.735869565217391,0.151086956521739,0.0815217391304348,0.0315217391304348
"Urban",2016-09-17,1906017.6375,84035,22.6812356458618,0.692223478312608,0.147105372761349,0.108312012851788,0.0523591360742548
"NCNU",2016-09-17,1999618.4761,84429,23.6840241634983,0.70668846012626,0.157434057018323,0.0877423634059387,0.0481351194494783
"Pullman",2016-09-17,37714.1683,1755,21.4895545868946,0.678632478632479,0.147008547008547,0.136182336182336,0.0381766381766382
"Ellensburg",2016-09-17,25881.629,1146,22.5843184991274,0.660558464223386,0.132635253054101,0.102094240837696,0.104712041884817
"Airway Heights",2016-09-17,22842.7635,1091,20.9374550870761,0.730522456461961,0.191567369385885,0.0559120073327223,0.0219981668194317
"Urban",2016-09-18,1402133.2678,65213,21.500824495116,0.711177219266097,0.136598530967752,0.102556238786745,0.0496680109794059
"NCNU",2016-09-18,1433891.5666,63807,22.4723238296739,0.71384017427555,0.14824392308054,0.0848809691726613,0.0530349334712492
"Pullman",2016-09-18,25855.8867,1269,20.3750092198582,0.740740740740741,0.119779353821907,0.106382978723404,0.033096926713948
"Ellensburg",2016-09-18,21104.2609,1006,20.97839055666,0.697813121272366,0.152087475149105,0.0894632206759443,0.0606361829025845
"Airway Heights",2016-09-18,14735.6241,755,19.5173829139073,0.704635761589404,0.165562913907285,0.0993377483443709,0.0304635761589404
"Urban",2016-09-19,1240500.3253,56857,21.8178997361802,0.723341013419632,0.135673707722884,0.0911761084826846,0.0498091703747999
"NCNU",2016-09-19,1297000.4953,55961,23.1768641607548,0.725755436822073,0.149228927288647,0.0769285752577688,0.0480870606315112
"Pullman",2016-09-19,28669.2913,1349,21.2522544848036,0.732394366197183,0.143068939955523,0.0867309117865085,0.0378057820607858
"Ellensburg",2016-09-19,19110.9383,948,20.1592176160338,0.735232067510548,0.124472573839662,0.089662447257384,0.0506329113924051
"Airway Heights",2016-09-19,15092.7283,704,21.4385345170455,0.681818181818182,0.181818181818182,0.0980113636363636,0.0383522727272727
"Urban",2016-09-20,1353708.645,61953,21.850574548448,0.729617613352057,0.142172291898697,0.082046067179959,0.0461640275692864
"NCNU",2016-09-20,1470605.6212,63093,23.3085385256685,0.721569746247603,0.155151918596358,0.0764427115527872,0.0468356236032523
"Pullman",2016-09-20,32166.4766,1706,18.8549100820633,0.811254396248535,0.113716295427902,0.0504103165298945,0.0246189917936694
"Ellensburg",2016-09-20,22741.0273,1033,22.0145472410455,0.732817037754114,0.151016456921588,0.0726040658276863,0.0435624394966118
"Airway Heights",2016-09-20,18600.3256,797,23.3379242158093,0.734002509410289,0.158092848180678,0.0803011292346299,0.027603513174404
"Urban",2016-09-21,1373991.906,62253,22.0710954652788,0.724944982571121,0.146450773456701,0.0823092862994554,0.0462949576727226
"NCNU",2016-09-21,1486574.8618,63803,23.2994508377349,0.727363917057192,0.153660486184035,0.0732567434133191,0.045718853345454
"Pullman",2016-09-21,29921.2384,1584,18.8896707070707,0.804924242424242,0.120580808080808,0.0460858585858586,0.0284090909090909
"Ellensburg",2016-09-21,22749.1651,984,23.1190702235772,0.732723577235772,0.180894308943089,0.0518292682926829,0.0345528455284553
"Airway Heights",2016-09-21,17621.077,794,22.1927921914358,0.705289672544081,0.188916876574307,0.0843828715365239,0.0214105793450882
"Urban",2016-09-22,1409007.0236,63547,22.1726757140384,0.720805073410232,0.144334114907077,0.0868018946606449,0.0480589170220467
"NCNU",2016-09-22,1505907.1373,64268,23.431678865065,0.721743324827286,0.157123296197174,0.0764921889587353,0.0446411900168046
"Pullman",2016-09-22,29766.8257,1629,18.273066728054,0.769797421731123,0.120933087783917,0.0810313075506446,0.0282381829343155
"Ellensburg",2016-09-22,19710.6558,912,21.6125611842105,0.699561403508772,0.150219298245614,0.0942982456140351,0.0559210526315789
"Airway Heights",2016-09-22,20205.2669,878,23.0128324601367,0.710706150341686,0.17995444191344,0.0740318906605923,0.0353075170842825
"Urban",2016-09-23,1742421.6905,75117,23.1961032855412,0.704660729262351,0.147902605269114,0.0973015429263682,0.0501351225421676
"NCNU",2016-09-23,1903853.8047,78043,24.3949336224902,0.716374306472073,0.154953038709429,0.0801353100213985,0.048537344797099
"Pullman",2016-09-23,40520.7777,1916,21.1486313674322,0.75,0.126304801670146,0.0876826722338205,0.0360125260960334
"Ellensburg",2016-09-23,26948.8727,1140,23.6393620175439,0.72280701754386,0.162280701754386,0.0763157894736842,0.0385964912280702
"Airway Heights",2016-09-23,21832.7036,1042,20.9526905950096,0.68042226487524,0.154510556621881,0.0825335892514395,0.0825335892514395
"Urban",2016-09-24,1857329.9199,80735,23.005263143618,0.696946801263393,0.147618752709482,0.106025887161702,0.0494085588654239
"NCNU",2016-09-24,1924355.8547,81978,23.4740522420649,0.711056624948157,0.155114786894045,0.0859986825733733,0.0478299055844251
"Pullman",2016-09-24,38141.9645,1746,21.8453404925544,0.689003436426117,0.150630011454754,0.120847651775487,0.0395189003436426
"Ellensburg",2016-09-24,28009.4719,1245,22.4975677911647,0.703614457831325,0.142971887550201,0.100401606425703,0.0530120481927711
"Airway Heights",2016-09-24,23282.3006,1098,21.2042810564663,0.69672131147541,0.190346083788707,0.0610200364298725,0.0519125683060109
"Urban",2016-09-25,1408920.7273,64944,21.6943940517985,0.710258068489776,0.135840108401084,0.10230352303523,0.0515983000739098
"NCNU",2016-09-25,1427065.2813,64868,21.9995264429303,0.716963680088796,0.148455324659308,0.0803940309551705,0.0541869642967257
"Pullman",2016-09-25,26489.1418,1324,20.0069046827795,0.719033232628399,0.148036253776435,0.0944108761329305,0.0385196374622356
