"towntype","saledate","revenue","tot_items","avg_price_peritem","perc_usable","perc_extract","perc_edible","perc_other"
"NCNU",2015-11-09,590588.601585,22947,25.7370724532619,0.797097659824814,0.105765459537194,0.0763062709722404,0.0208306096657515
"Pullman",2015-11-09,16219.7451,498,32.5697692771084,0.710843373493976,0.134538152610442,0.0943775100401606,0.0602409638554217
"Ellensburg",2015-11-09,9934.3495,500,19.868699,0.78,0.132,0.078,0.01
"Airway Heights",2015-11-09,4020.539,162,24.8181419753086,0.87037037037037,0.0740740740740741,0.0555555555555556,0
"Urban",2015-11-10,745596.147913,28990,25.7190806454985,0.780441531562608,0.117661262504312,0.0832011038289065,0.0186961021041739
"NCNU",2015-11-10,658349.82977,26141,25.1845694414904,0.804292108182548,0.102712214528901,0.0732183160552389,0.0197773612333117
"Pullman",2015-11-10,20962.7262,623,33.6480356340289,0.765650080256822,0.123595505617978,0.0626003210272873,0.0481540930979133
"Ellensburg",2015-11-10,14180.048,620,22.8710451612903,0.808064516129032,0.124193548387097,0.0532258064516129,0.0145161290322581
"Airway Heights",2015-11-10,7982.0858,310,25.7486638709677,0.825806451612903,0.116129032258065,0.0580645161290323,0
"Urban",2015-11-11,762449.99628,30571,24.9403027797586,0.770926695234045,0.113440842628635,0.0954499362140591,0.0201825259232606
"NCNU",2015-11-11,751543.532318,27039,27.794797600429,0.798846111172751,0.104626650393876,0.0792189060246311,0.0173083324087429
"Pullman",2015-11-11,17077.5706,559,30.5502157423971,0.720930232558139,0.12701252236136,0.0948121645796064,0.0572450805008945
"Ellensburg",2015-11-11,14328.1861,635,22.5640725984252,0.777952755905512,0.103937007874016,0.0740157480314961,0.0440944881889764
"Airway Heights",2015-11-11,6587.645,265,24.8590377358491,0.811320754716981,0.109433962264151,0.0792452830188679,0
"Urban",2015-11-12,778014.000196,30201,25.7611999667561,0.766795801463528,0.112645276646469,0.0992020131783716,0.0213569087116321
"NCNU",2015-11-12,684295.58436,26158,26.160088093891,0.798952519305757,0.108188699441853,0.0765349032800673,0.016323877972322
"Pullman",2015-11-12,18001.4575,508,35.4359399606299,0.779527559055118,0.0846456692913386,0.0669291338582677,0.0688976377952756
"Ellensburg",2015-11-12,13317.085,553,24.0815280289331,0.820976491862568,0.0958408679927667,0.0687160940325497,0.0144665461121157
"Airway Heights",2015-11-12,4824.7975,182,26.5098763736264,0.813186813186813,0.126373626373626,0.0604395604395604,0
"Urban",2015-11-13,955797.68254,36452,26.2207199204433,0.7598760013168,0.117167782289038,0.100268846702513,0.0226873696916493
"NCNU",2015-11-13,856217.88035,32290,26.5165029529266,0.782966862805822,0.113812325797461,0.085258593991948,0.0179622174047693
"Pullman",2015-11-13,23348.5675,789,29.5926077313055,0.733840304182509,0.106463878326996,0.0773130544993663,0.082382762991128
"Ellensburg",2015-11-13,14772.2853,600,24.6204755,0.766666666666667,0.138333333333333,0.0633333333333333,0.0316666666666667
"Airway Heights",2015-11-13,8186.3254,314,26.0711,0.866242038216561,0.0764331210191083,0.0573248407643312,0
"Urban",2015-11-14,1134997.868712,43522,26.078715792289,0.733008593355085,0.119158126924314,0.120789485777308,0.027043793943293
"NCNU",2015-11-14,972200.48841,36618,26.5497975970834,0.777868807690207,0.107515429570157,0.0946255939701786,0.0199901687694576
"Pullman",2015-11-14,28875.9695,870,33.1907695402299,0.737931034482759,0.0908045977011494,0.113793103448276,0.0574712643678161
"Ellensburg",2015-11-14,14021.2376,604,23.2139695364238,0.766556291390728,0.129139072847682,0.0877483443708609,0.0165562913907285
"Airway Heights",2015-11-14,9081.5793,361,25.1567293628809,0.811634349030471,0.102493074792244,0.0858725761772853,0
"Urban",2015-11-15,840473.486205,33907,24.7876098211284,0.736632553749963,0.115846285427788,0.121862742206624,0.0256584186156251
"NCNU",2015-11-15,746885.44683,27674,26.9887058910891,0.786478282864783,0.102442726024427,0.0892534508925345,0.0218255402182554
"Pullman",2015-11-15,18015.8014,609,29.5825967159277,0.70935960591133,0.106732348111658,0.110016420361248,0.0738916256157636
"Ellensburg",2015-11-15,11591.5152,499,23.2294893787575,0.763527054108216,0.12625250501002,0.0901803607214429,0.0200400801603206
"Airway Heights",2015-11-15,5841.4471,239,24.4412012552301,0.786610878661088,0.133891213389121,0.0794979079497908,0
"Urban",2015-11-16,638738.183733,25465,25.0829838497153,0.772903985862949,0.114667190261143,0.0898488120950324,0.0225800117808757
"NCNU",2015-11-16,562061.379422,21812,25.7684476169998,0.796258940033009,0.112185952686595,0.0721162662754447,0.0194388410049514
"Pullman",2015-11-16,14117.1513,428,32.983998364486,0.768691588785047,0.0981308411214953,0.0771028037383178,0.0560747663551402
"Ellensburg",2015-11-16,10905.9124,468,23.3032316239316,0.773504273504274,0.136752136752137,0.061965811965812,0.0277777777777778
"Airway Heights",2015-11-16,3491.0888,136,25.6697705882353,0.867647058823529,0.102941176470588,0.0294117647058824,0
"Urban",2015-11-17,698549.474949,28181,24.7879590840992,0.777190305524999,0.116887264468968,0.080550725666229,0.0253717043398034
